attendance,current_test_score,current_assignment_score,previous_test_score,previous_assignment_score,fees,gender,dropout_target
67,73,55,58,50,Paid,Male,Low Risk
57,43,41,48,58,Paid,Male,Medium Risk
30,48,57,36,50,Paid,Male,High Risk
39,51,32,60,42,Paid,Male,High Risk
43,43,56,35,55,Paid,Male,High Risk
69,62,67,64,61,Paid,Female,Low Risk
60,50,53,50,60,Paid,Male,Low Risk
53,61,49,57,44,Unpaid,Male,Medium Risk
42,38,45,31,48,Unpaid,Female,High Risk
47,56,72,66,51,Paid,Male,Medium Risk
47,59,49,54,46,Paid,Female,Medium Risk
53,54,60,61,55,Paid,Male,Low Risk
58,74,66,78,65,Paid,Male,Low Risk
78,76,65,83,70,Paid,Female,Low Risk
53,41,34,43,32,Paid,Female,Medium Risk
23,42,38,57,47,Unpaid,Male,High Risk
54,61,70,65,53,Paid,Male,Low Risk
68,70,51,64,53,Paid,Female,Low Risk
68,58,61,54,61,Paid,Female,Low Risk
71,52,53,48,64,Paid,Female,Low Risk
70,67,68,63,48,Paid,Male,Low Risk
65,45,46,31,53,Paid,Male,Medium Risk
80,78,60,80,78,Paid,Male,Low Risk
35,38,33,40,33,Paid,Female,High Risk
44,57,55,56,42,Paid,Male,Medium Risk
82,70,62,56,64,Paid,Female,Low Risk
56,71,43,71,64,Unpaid,Female,Medium Risk
51,52,66,60,70,Paid,Male,Medium Risk
42,56,52,47,64,Unpaid,Female,High Risk
65,76,59,67,64,Paid,Female,Low Risk
43,56,60,62,48,Paid,Female,Medium Risk
28,36,37,31,37,Paid,Male,High Risk
52,57,50,53,44,Paid,Male,Medium Risk
45,48,58,52,63,Paid,Male,Medium Risk
56,46,44,51,70,Paid,Female,Medium Risk
32,47,52,46,50,Paid,Male,High Risk
59,53,58,50,60,Paid,Male,Medium Risk
61,56,41,52,49,Unpaid,Female,Medium Risk
52,52,42,43,34,Unpaid,Female,High Risk
76,87,94,74,88,Unpaid,Male,Low Risk
44,40,39,42,36,Paid,Male,Medium Risk
59,54,43,55,49,Paid,Male,Medium Risk
62,62,77,58,64,Paid,Female,Low Risk
25,42,36,46,33,Paid,Male,High Risk
58,54,66,54,44,Paid,Male,Medium Risk
71,56,31,61,26,Paid,Female,Medium Risk
73,45,50,52,57,Paid,Male,Low Risk
66,67,63,65,61,Paid,Male,Low Risk
62,59,73,36,65,Paid,Male,Low Risk
28,54,42,42,29,Unpaid,Female,High Risk
65,79,71,62,51,Paid,Female,Low Risk
68,55,55,49,62,Paid,Male,Low Risk
36,38,39,33,46,Paid,Female,High Risk
91,53,64,33,57,Paid,Male,Low Risk
64,62,66,74,62,Unpaid,Female,Low Risk
44,59,54,55,57,Unpaid,Male,High Risk
38,52,48,49,33,Unpaid,Female,High Risk
65,61,49,56,51,Unpaid,Male,Medium Risk
60,53,56,39,24,Paid,Male,Medium Risk
57,47,50,43,61,Paid,Female,Medium Risk
78,84,59,75,64,Unpaid,Female,Low Risk
32,55,57,64,59,Unpaid,Female,High Risk
58,60,56,78,84,Paid,Male,Low Risk
56,65,49,72,52,Unpaid,Male,Medium Risk
57,56,38,63,44,Paid,Female,Medium Risk
55,54,64,59,65,Paid,Male,Medium Risk
84,76,55,72,57,Paid,Female,Low Risk
52,50,35,47,19,Unpaid,Female,High Risk
30,32,34,31,45,Paid,Male,High Risk
78,68,70,64,56,Paid,Male,Low Risk
45,50,49,56,49,Paid,Female,High Risk
55,49,50,41,54,Paid,Male,Medium Risk
39,65,51,59,43,Unpaid,Male,High Risk
63,74,56,74,73,Paid,Male,Low Risk
52,57,55,48,60,Paid,Male,Medium Risk
46,55,67,77,90,Unpaid,Male,Medium Risk
64,39,43,38,53,Paid,Female,Medium Risk
76,77,71,60,53,Unpaid,Male,Low Risk
88,67,63,64,54,Paid,Female,Low Risk
70,50,64,57,46,Unpaid,Male,Medium Risk
45,71,64,57,51,Paid,Male,Medium Risk
71,82,74,76,61,Paid,Male,Low Risk
63,44,51,66,52,Paid,Male,Medium Risk
58,60,67,53,57,Paid,Female,Medium Risk
57,57,39,64,47,Paid,Female,Medium Risk
77,65,58,46,60,Paid,Male,Low Risk
51,40,51,52,53,Paid,Female,Medium Risk
37,49,38,41,24,Unpaid,Male,High Risk
35,37,24,40,25,Paid,Male,High Risk
68,74,74,66,65,Paid,Female,Low Risk
41,66,50,58,61,Paid,Female,High Risk
48,41,54,34,49,Unpaid,Female,High Risk
63,35,46,22,39,Paid,Male,Medium Risk
63,77,61,59,62,Paid,Female,Low Risk
61,50,38,42,28,Paid,Female,Medium Risk
70,55,68,54,56,Paid,Male,Low Risk
58,54,50,56,54,Paid,Male,Low Risk
64,80,78,66,62,Paid,Male,Low Risk
52,52,53,57,46,Paid,Male,Medium Risk
37,51,47,64,48,Unpaid,Female,High Risk
76,59,68,56,61,Paid,Female,Low Risk
42,52,42,60,56,Paid,Female,Medium Risk
56,48,53,51,51,Paid,Male,Medium Risk
56,45,38,58,53,Unpaid,Male,High Risk
45,45,41,54,52,Paid,Male,Medium Risk
53,47,37,40,49,Paid,Male,Medium Risk
22,31,25,34,37,Paid,Male,High Risk
66,58,48,67,54,Paid,Female,Low Risk
14,37,25,31,42,Paid,Female,High Risk
56,81,63,52,59,Paid,Male,Low Risk
43,42,46,48,58,Paid,Female,High Risk
38,35,27,43,46,Paid,Female,High Risk
68,61,64,53,52,Unpaid,Female,Medium Risk
56,51,44,49,57,Unpaid,Male,High Risk
62,66,65,68,47,Paid,Female,Low Risk
62,56,52,63,62,Unpaid,Female,Medium Risk
24,26,39,43,58,Unpaid,Male,High Risk
48,41,47,36,36,Paid,Female,High Risk
54,50,54,50,53,Paid,Female,Medium Risk
55,44,48,36,36,Paid,Female,Medium Risk
44,69,62,63,70,Paid,Female,Medium Risk
63,59,52,75,77,Paid,Male,Low Risk
59,50,60,65,67,Unpaid,Female,Medium Risk
60,53,32,59,48,Paid,Female,Medium Risk
50,53,57,51,59,Paid,Male,Medium Risk
56,70,67,70,62,Unpaid,Female,Medium Risk
51,45,66,36,69,Paid,Male,Medium Risk
64,53,60,52,42,Paid,Male,Low Risk
69,52,43,61,31,Paid,Male,Medium Risk
26,34,51,41,52,Unpaid,Male,High Risk
33,45,33,52,50,Unpaid,Male,High Risk
75,59,54,41,37,Paid,Female,Low Risk
66,63,73,72,62,Unpaid,Male,Low Risk
43,36,38,31,34,Unpaid,Female,High Risk
54,50,49,56,49,Paid,Female,Medium Risk
50,65,58,43,46,Unpaid,Female,Medium Risk
57,59,56,48,48,Paid,Male,Medium Risk
39,48,65,70,75,Paid,Female,Medium Risk
60,72,60,64,51,Paid,Female,Low Risk
29,27,38,36,48,Unpaid,Female,High Risk
52,51,52,62,45,Paid,Female,Medium Risk
33,49,58,54,58,Unpaid,Female,High Risk
67,63,65,64,56,Paid,Female,Low Risk
55,49,43,44,43,Paid,Female,Medium Risk
71,61,60,51,43,Unpaid,Female,Low Risk
74,70,61,52,58,Paid,Male,Low Risk
38,55,53,62,57,Unpaid,Male,High Risk
45,44,45,40,29,Unpaid,Male,High Risk
53,63,54,51,42,Paid,Female,Medium Risk
26,36,33,28,41,Paid,Female,High Risk
42,58,53,49,44,Unpaid,Female,High Risk
44,48,65,38,62,Unpaid,Female,High Risk
43,38,36,37,54,Unpaid,Male,High Risk
63,65,55,63,59,Paid,Male,Low Risk
40,25,17,22,43,Paid,Male,High Risk
67,62,48,41,37,Paid,Female,Low Risk
51,45,40,43,34,Paid,Male,Medium Risk
43,35,27,37,37,Unpaid,Female,High Risk
67,61,57,63,65,Unpaid,Male,Medium Risk
37,58,34,47,52,Paid,Male,High Risk
49,56,60,47,50,Unpaid,Male,High Risk
66,75,86,66,73,Paid,Male,Low Risk
49,55,58,79,72,Unpaid,Female,Medium Risk
39,31,25,11,42,Paid,Female,High Risk
53,60,45,55,64,Unpaid,Female,Medium Risk
58,60,72,50,62,Paid,Female,Low Risk
54,58,53,63,58,Paid,Female,Medium Risk
55,56,63,54,53,Paid,Female,Low Risk
63,74,51,72,39,Paid,Male,Low Risk
55,77,67,76,75,Unpaid,Male,Medium Risk
51,56,62,58,64,Paid,Male,Medium Risk
54,54,47,50,27,Paid,Female,Medium Risk
71,63,58,48,45,Unpaid,Female,Low Risk
68,57,64,76,73,Paid,Male,Low Risk
51,46,49,59,63,Paid,Female,High Risk
46,48,59,58,68,Paid,Female,Medium Risk
81,56,49,30,60,Paid,Male,Low Risk
68,46,63,49,59,Paid,Female,Low Risk
67,57,52,52,57,Paid,Male,Low Risk
55,51,56,57,53,Paid,Male,Medium Risk
64,72,62,75,63,Paid,Female,Low Risk
70,64,39,63,52,Unpaid,Female,Medium Risk
59,59,43,53,44,Paid,Female,Medium Risk
59,63,57,61,59,Paid,Male,Medium Risk
50,63,58,73,45,Paid,Female,Low Risk
46,58,48,57,57,Paid,Male,Medium Risk
65,46,35,44,42,Unpaid,Male,High Risk
57,71,43,66,35,Unpaid,Female,Medium Risk
45,55,57,64,60,Paid,Female,Medium Risk
40,52,31,32,38,Unpaid,Male,High Risk
52,56,62,39,49,Paid,Male,Medium Risk
70,60,35,61,47,Paid,Female,Low Risk
56,64,65,64,57,Paid,Male,Low Risk
53,37,29,18,33,Paid,Male,High Risk
39,69,63,65,67,Paid,Female,Medium Risk
47,61,58,43,46,Paid,Male,Medium Risk
27,42,54,32,51,Unpaid,Female,High Risk
41,56,27,60,35,Paid,Female,High Risk
42,50,46,41,49,Paid,Male,High Risk
53,61,52,60,58,Paid,Male,Low Risk
49,45,63,45,34,Unpaid,Female,High Risk
44,50,49,51,46,Paid,Female,High Risk
34,30,30,22,34,Paid,Female,High Risk
66,57,63,59,56,Paid,Female,Low Risk
59,46,52,33,56,Paid,Male,Medium Risk
54,69,70,57,63,Paid,Male,Low Risk
63,47,52,57,72,Paid,Female,Low Risk
55,46,46,40,44,Paid,Female,Medium Risk
71,52,75,71,70,Unpaid,Male,Low Risk
54,45,37,35,49,Paid,Female,Medium Risk
69,81,74,80,68,Unpaid,Male,Low Risk
32,62,64,59,51,Paid,Male,High Risk
51,56,47,57,51,Paid,Male,Medium Risk
58,67,60,65,63,Paid,Male,Low Risk
68,56,62,62,56,Unpaid,Female,Low Risk
67,71,55,67,47,Paid,Male,Low Risk
39,55,61,59,58,Paid,Male,Medium Risk
60,59,57,36,47,Unpaid,Female,Medium Risk
65,49,53,51,56,Unpaid,Male,High Risk
41,39,33,44,40,Paid,Female,High Risk
41,42,68,45,61,Paid,Male,Medium Risk
44,54,56,51,61,Paid,Male,Medium Risk
40,48,58,60,54,Paid,Female,Medium Risk
48,54,63,59,56,Unpaid,Female,High Risk
72,67,62,69,66,Paid,Male,Low Risk
56,54,58,54,61,Paid,Male,Medium Risk
47,50,36,49,40,Paid,Male,Medium Risk
38,45,73,42,62,Paid,Male,Medium Risk
63,54,60,56,55,Paid,Female,Low Risk
75,45,44,42,59,Paid,Male,Low Risk
57,53,57,48,46,Unpaid,Female,High Risk
58,55,57,43,64,Paid,Male,Medium Risk
56,44,50,43,60,Paid,Female,Medium Risk
43,41,51,42,53,Unpaid,Female,High Risk
55,41,32,52,44,Paid,Male,Medium Risk
45,54,56,37,50,Unpaid,Male,High Risk
39,60,62,51,50,Unpaid,Female,High Risk
77,60,51,81,67,Unpaid,Female,Medium Risk
68,57,52,42,42,Unpaid,Male,Medium Risk
55,61,64,58,62,Unpaid,Male,Medium Risk
47,64,58,49,49,Unpaid,Male,Medium Risk
52,77,59,75,54,Paid,Male,Medium Risk
47,54,67,46,59,Paid,Male,Medium Risk
71,77,80,79,62,Unpaid,Male,Low Risk
45,32,52,54,66,Paid,Female,High Risk
44,44,62,65,60,Paid,Male,Medium Risk
48,56,62,58,70,Unpaid,Male,Medium Risk
67,72,72,78,57,Unpaid,Female,Low Risk
49,44,48,53,62,Unpaid,Female,High Risk
70,55,54,53,58,Paid,Female,Low Risk
51,50,55,51,48,Unpaid,Male,High Risk
70,70,54,63,44,Unpaid,Female,Medium Risk
65,52,75,54,81,Paid,Male,Low Risk
65,68,58,62,49,Paid,Female,Low Risk
52,53,40,56,64,Paid,Female,Medium Risk
61,71,76,49,76,Unpaid,Male,Low Risk
52,58,50,63,41,Paid,Male,Medium Risk
57,63,67,43,54,Paid,Female,Medium Risk
53,52,59,43,61,Paid,Female,Medium Risk
41,49,61,60,51,Paid,Male,Medium Risk
66,61,57,61,59,Paid,Male,Low Risk
44,59,69,58,66,Paid,Male,Medium Risk
71,76,66,55,57,Unpaid,Male,Medium Risk
58,48,39,57,52,Unpaid,Female,High Risk
57,78,76,65,58,Paid,Female,Low Risk
30,23,42,19,37,Paid,Female,High Risk
63,74,59,83,63,Paid,Female,Low Risk
50,31,37,17,33,Paid,Male,High Risk
54,55,50,33,52,Paid,Male,Medium Risk
62,76,62,66,60,Paid,Female,Low Risk
45,41,32,47,40,Paid,Female,High Risk
46,45,46,31,40,Paid,Male,High Risk
40,42,36,52,51,Paid,Female,High Risk
33,50,49,59,53,Paid,Male,High Risk
66,62,56,60,48,Paid,Female,Low Risk
43,35,44,35,52,Paid,Female,High Risk
59,63,50,58,59,Paid,Female,Low Risk
56,65,83,53,73,Paid,Male,Low Risk
49,49,48,43,53,Unpaid,Male,High Risk
64,67,59,66,49,Paid,Female,Low Risk
51,77,61,65,51,Unpaid,Male,Medium Risk
44,59,43,52,35,Paid,Male,Medium Risk
48,45,50,57,67,Paid,Female,Medium Risk
67,65,41,66,48,Paid,Male,Low Risk
26,32,33,36,37,Paid,Male,High Risk
34,36,43,34,38,Paid,Female,High Risk
56,51,40,51,52,Paid,Female,Medium Risk
79,56,38,30,37,Unpaid,Female,Medium Risk
63,36,70,46,73,Paid,Male,Low Risk
66,64,54,50,59,Paid,Male,Low Risk
67,39,31,36,31,Paid,Male,Medium Risk
57,54,42,61,52,Paid,Male,Medium Risk
64,62,42,65,61,Paid,Female,Medium Risk
47,41,47,54,56,Unpaid,Female,High Risk
58,66,66,78,72,Paid,Male,Low Risk
43,53,62,65,63,Paid,Male,Low Risk
63,56,54,54,57,Unpaid,Male,Medium Risk
62,60,55,52,62,Paid,Male,Low Risk
62,48,35,67,46,Paid,Male,Low Risk
49,63,66,58,75,Paid,Female,Low Risk
73,62,58,44,48,Paid,Male,Low Risk
61,50,46,47,48,Unpaid,Male,High Risk
52,50,44,48,42,Unpaid,Male,High Risk
41,55,54,58,32,Paid,Female,High Risk
45,39,51,48,53,Unpaid,Female,High Risk
47,47,40,46,41,Unpaid,Female,High Risk
62,64,59,56,49,Unpaid,Male,Low Risk
43,38,34,41,49,Unpaid,Female,High Risk
57,51,54,61,57,Paid,Male,Medium Risk
45,54,54,52,57,Paid,Female,Medium Risk
69,67,52,60,42,Paid,Male,Low Risk
61,67,48,72,52,Unpaid,Male,Medium Risk
61,64,66,54,61,Paid,Female,Medium Risk
65,65,57,60,60,Paid,Male,Low Risk
56,64,49,61,47,Unpaid,Male,Medium Risk
72,49,48,40,66,Paid,Female,Low Risk
60,61,63,65,73,Unpaid,Male,Medium Risk
42,46,47,44,54,Paid,Male,Medium Risk
62,57,71,49,80,Paid,Male,Low Risk
39,38,40,43,54,Unpaid,Female,High Risk
37,54,49,52,43,Unpaid,Male,High Risk
63,60,40,57,42,Paid,Female,Low Risk
76,61,71,40,39,Paid,Female,Low Risk
64,58,67,59,53,Paid,Male,Low Risk
69,62,69,55,62,Paid,Female,Low Risk
42,42,45,39,53,Unpaid,Female,High Risk
39,48,53,53,60,Unpaid,Female,High Risk
43,36,34,49,53,Unpaid,Male,High Risk
76,64,63,58,60,Paid,Female,Low Risk
55,57,44,62,42,Paid,Male,Medium Risk
68,62,43,43,46,Paid,Male,Medium Risk
56,52,50,46,46,Paid,Female,Medium Risk
82,58,60,49,42,Paid,Male,Low Risk
41,45,52,51,46,Paid,Female,Medium Risk
71,76,70,82,77,Paid,Female,Low Risk
56,55,57,64,58,Unpaid,Female,Medium Risk
62,89,66,76,75,Paid,Male,Low Risk
70,81,64,60,37,Unpaid,Female,Low Risk
50,66,54,54,68,Paid,Male,Medium Risk
43,40,43,42,51,Paid,Female,High Risk
56,55,60,59,62,Paid,Male,Low Risk
31,50,51,53,69,Paid,Female,High Risk
72,63,55,69,64,Paid,Male,Low Risk
61,53,61,56,80,Paid,Female,Low Risk
44,48,32,35,32,Unpaid,Male,High Risk
27,29,30,16,26,Paid,Male,High Risk
50,54,49,58,64,Paid,Male,Medium Risk
56,58,44,37,40,Paid,Female,Medium Risk
44,35,30,33,30,Unpaid,Female,High Risk
69,48,48,62,57,Unpaid,Male,Medium Risk
68,59,54,47,67,Paid,Male,Low Risk
61,66,55,65,59,Paid,Male,Low Risk
44,46,52,46,50,Unpaid,Female,High Risk
31,26,22,37,42,Paid,Male,High Risk
49,50,60,40,46,Paid,Female,Medium Risk
32,24,46,30,48,Paid,Female,High Risk
42,48,54,44,47,Paid,Male,Medium Risk
55,71,60,66,61,Paid,Female,Low Risk
56,33,48,30,57,Paid,Male,High Risk
43,46,56,53,71,Paid,Female,Medium Risk
76,73,76,44,63,Unpaid,Male,Low Risk
64,65,61,46,69,Paid,Female,Low Risk
51,65,70,53,47,Paid,Female,Medium Risk
46,49,49,44,62,Unpaid,Male,High Risk
77,72,78,65,76,Paid,Female,Low Risk
87,74,69,70,67,Paid,Male,Low Risk
70,58,48,52,50,Paid,Male,Low Risk
54,60,64,59,56,Unpaid,Male,Medium Risk
53,66,72,68,66,Paid,Male,Low Risk
72,64,50,63,53,Paid,Male,Low Risk
61,67,75,52,71,Paid,Female,Low Risk
21,36,54,36,44,Paid,Female,High Risk
61,63,66,57,66,Paid,Male,Medium Risk
28,59,55,66,54,Unpaid,Male,High Risk
55,65,65,71,61,Unpaid,Male,Medium Risk
67,74,61,58,51,Unpaid,Female,Low Risk
68,55,52,45,37,Paid,Male,Low Risk
79,74,71,61,59,Unpaid,Male,Low Risk
45,40,58,45,46,Unpaid,Female,High Risk
70,61,35,35,42,Paid,Male,Low Risk
70,69,53,71,48,Unpaid,Male,Low Risk
50,58,79,67,66,Paid,Male,Medium Risk
46,56,52,67,52,Paid,Female,Medium Risk
48,56,55,52,59,Unpaid,Male,High Risk
50,71,64,60,61,Paid,Male,Low Risk
56,52,54,42,45,Paid,Male,Medium Risk
78,65,50,71,62,Paid,Female,Low Risk
74,82,62,76,60,Paid,Female,Low Risk
50,58,53,62,42,Paid,Male,Medium Risk
62,50,61,50,54,Paid,Female,Medium Risk
45,38,47,32,36,Paid,Male,High Risk
44,51,63,62,58,Unpaid,Male,High Risk
75,68,63,54,61,Unpaid,Female,Low Risk
42,35,35,23,28,Paid,Male,High Risk
59,47,45,69,50,Paid,Female,Medium Risk
62,59,54,61,37,Unpaid,Female,Medium Risk
74,58,47,43,44,Paid,Female,Low Risk
38,42,55,43,63,Paid,Male,High Risk
48,37,41,38,54,Paid,Male,Medium Risk
82,73,69,61,60,Paid,Male,Low Risk
38,39,50,22,34,Paid,Female,High Risk
73,63,55,58,57,Paid,Male,Low Risk
71,64,76,55,75,Paid,Male,Low Risk
51,47,56,35,51,Paid,Female,Medium Risk
39,33,33,35,37,Unpaid,Female,High Risk
66,68,60,55,52,Paid,Male,Low Risk
73,58,67,53,73,Paid,Male,Low Risk
65,43,43,41,48,Unpaid,Male,Medium Risk
46,50,40,47,66,Paid,Female,Medium Risk
62,35,25,23,44,Unpaid,Male,High Risk
57,71,56,65,64,Paid,Male,Low Risk
31,48,40,39,40,Unpaid,Male,High Risk
45,38,34,33,31,Paid,Male,High Risk
57,62,59,51,55,Paid,Male,Medium Risk
70,48,50,44,43,Paid,Female,Low Risk
59,42,44,36,44,Paid,Female,Medium Risk
50,58,69,62,72,Unpaid,Male,Medium Risk
46,56,46,54,43,Unpaid,Male,High Risk
41,47,62,59,52,Paid,Male,High Risk
68,52,55,42,55,Paid,Male,Medium Risk
50,58,55,60,52,Paid,Female,Medium Risk
61,55,36,58,38,Paid,Female,Low Risk
65,58,51,61,61,Paid,Male,Medium Risk
64,64,54,60,47,Paid,Male,Low Risk
47,21,36,57,55,Paid,Female,High Risk
54,49,68,56,66,Unpaid,Female,Medium Risk
63,58,59,56,52,Paid,Female,Low Risk
41,41,47,50,46,Unpaid,Female,High Risk
35,29,41,40,47,Paid,Female,High Risk
63,71,60,79,54,Unpaid,Male,Medium Risk
47,40,51,46,44,Unpaid,Male,High Risk
80,69,58,70,44,Paid,Female,Low Risk
52,52,44,54,49,Unpaid,Female,Medium Risk
56,58,40,35,45,Unpaid,Female,Medium Risk
42,50,55,52,52,Unpaid,Female,High Risk
50,53,60,60,56,Paid,Male,Medium Risk
33,55,71,56,53,Unpaid,Male,High Risk
26,42,48,49,43,Paid,Male,High Risk
57,59,56,61,49,Unpaid,Female,High Risk
52,58,44,39,50,Paid,Female,Medium Risk
52,59,48,44,38,Unpaid,Female,High Risk
19,48,55,46,40,Paid,Male,High Risk
36,44,41,46,47,Unpaid,Male,High Risk
54,49,46,46,55,Paid,Male,Medium Risk
33,32,47,42,42,Unpaid,Male,High Risk
59,60,62,67,81,Unpaid,Male,Medium Risk
50,41,47,50,76,Unpaid,Female,High Risk
60,37,44,55,56,Paid,Female,Medium Risk
58,44,50,49,54,Paid,Male,Medium Risk
77,67,71,47,58,Paid,Female,Low Risk
23,43,35,44,48,Paid,Female,High Risk
48,40,36,24,37,Paid,Female,Medium Risk
39,48,66,49,43,Paid,Female,Medium Risk
38,49,53,52,47,Unpaid,Male,High Risk
50,60,45,47,37,Unpaid,Male,High Risk
66,71,44,58,46,Unpaid,Male,Medium Risk
48,33,42,45,62,Paid,Male,High Risk
49,51,49,49,59,Paid,Male,Medium Risk
94,70,55,51,47,Paid,Female,Low Risk
82,69,63,69,56,Paid,Male,Low Risk
68,69,68,63,41,Unpaid,Female,Medium Risk
56,56,50,62,54,Paid,Male,Medium Risk
69,39,34,42,39,Unpaid,Male,Medium Risk
54,54,42,37,28,Paid,Female,Medium Risk
60,48,50,45,59,Paid,Female,Low Risk
47,64,62,66,51,Paid,Male,Medium Risk
54,60,52,55,57,Paid,Female,Low Risk
45,51,60,38,46,Unpaid,Female,High Risk
68,64,55,45,61,Paid,Female,Low Risk
75,59,67,56,76,Paid,Female,Low Risk
64,61,51,59,72,Unpaid,Male,Medium Risk
52,56,56,71,76,Unpaid,Female,Medium Risk
46,51,54,39,49,Paid,Male,Medium Risk
54,59,40,57,52,Paid,Male,Medium Risk
70,55,56,66,71,Unpaid,Male,Medium Risk
79,51,53,49,61,Paid,Female,Low Risk
38,49,48,65,59,Paid,Male,Medium Risk
63,78,80,67,80,Unpaid,Male,Low Risk
30,32,32,31,30,Paid,Male,High Risk
71,68,59,70,70,Unpaid,Female,Low Risk
56,50,54,49,52,Paid,Male,Medium Risk
29,24,41,42,50,Paid,Female,High Risk
50,48,45,61,52,Paid,Female,Medium Risk
73,59,52,61,49,Paid,Female,Low Risk
49,54,60,61,58,Unpaid,Female,High Risk
67,69,73,80,73,Unpaid,Female,Low Risk
81,81,82,62,57,Paid,Female,Low Risk
47,60,66,49,43,Unpaid,Male,High Risk
43,54,27,41,41,Unpaid,Male,High Risk
58,41,38,36,30,Unpaid,Male,High Risk
50,49,45,51,43,Paid,Male,Medium Risk
42,42,57,34,51,Unpaid,Male,High Risk
63,64,54,63,60,Paid,Male,Medium Risk
75,69,78,64,54,Paid,Female,Low Risk
43,58,61,47,61,Unpaid,Male,High Risk
60,77,59,70,50,Unpaid,Female,Medium Risk
39,41,38,54,34,Paid,Male,High Risk
56,52,67,40,64,Paid,Female,Medium Risk
42,48,76,41,71,Paid,Male,Medium Risk
56,66,66,66,66,Paid,Male,Low Risk
98,71,74,78,94,Unpaid,Male,Low Risk
36,22,37,35,43,Unpaid,Male,High Risk
49,50,69,64,73,Paid,Female,Medium Risk
54,54,59,63,61,Paid,Female,Medium Risk
62,55,50,59,48,Paid,Male,Low Risk
57,48,52,32,43,Paid,Female,High Risk
42,63,63,49,55,Paid,Male,Medium Risk
40,40,31,41,42,Unpaid,Female,High Risk
56,52,50,48,54,Paid,Male,Medium Risk
60,59,54,56,45,Paid,Male,Low Risk
53,45,31,51,56,Paid,Female,Medium Risk
80,62,45,42,31,Paid,Female,Low Risk
62,52,54,65,70,Paid,Female,Low Risk
58,67,48,60,53,Unpaid,Female,Medium Risk
76,69,64,64,48,Unpaid,Male,Low Risk
36,45,46,56,68,Paid,Female,High Risk
41,53,46,68,53,Paid,Male,Medium Risk
50,48,43,47,29,Paid,Male,High Risk
86,56,61,65,61,Unpaid,Female,Low Risk
62,68,66,61,47,Paid,Female,Low Risk
53,40,47,34,40,Paid,Male,Medium Risk
62,54,45,47,35,Paid,Female,Medium Risk
49,41,36,31,31,Unpaid,Male,High Risk
67,51,59,46,56,Unpaid,Female,Medium Risk
41,59,59,71,75,Paid,Male,Medium Risk
47,52,44,47,65,Paid,Male,Medium Risk
33,41,44,27,32,Unpaid,Female,High Risk
62,56,56,37,65,Paid,Male,Low Risk
58,48,55,46,54,Unpaid,Male,High Risk
44,52,55,52,69,Paid,Female,High Risk
37,53,42,39,40,Paid,Male,High Risk
44,47,45,69,62,Paid,Male,High Risk
61,57,58,64,65,Unpaid,Male,Medium Risk
38,59,60,54,58,Unpaid,Male,High Risk
40,37,46,36,35,Unpaid,Female,High Risk
82,86,64,79,72,Unpaid,Female,Low Risk
44,36,49,51,61,Unpaid,Female,High Risk
53,50,53,45,55,Paid,Male,Medium Risk
53,54,60,55,51,Paid,Male,Medium Risk
69,46,62,51,63,Paid,Male,Low Risk
88,58,60,56,58,Paid,Male,Low Risk
54,48,48,42,64,Paid,Female,Medium Risk
37,33,39,40,41,Paid,Male,High Risk
37,66,64,51,62,Paid,Female,Medium Risk
59,64,61,78,58,Paid,Female,Low Risk
48,40,36,24,38,Paid,Female,High Risk
63,51,54,33,44,Unpaid,Male,Medium Risk
70,64,70,45,59,Unpaid,Male,Medium Risk
49,32,50,41,54,Paid,Male,Medium Risk
54,45,45,58,50,Unpaid,Male,Medium Risk
87,85,77,77,72,Paid,Female,Low Risk
68,40,46,48,51,Paid,Male,Medium Risk
57,51,63,50,69,Paid,Male,Low Risk
41,46,53,66,55,Paid,Female,High Risk
55,61,58,61,70,Unpaid,Female,Medium Risk
39,55,63,64,59,Unpaid,Male,High Risk
52,55,46,61,57,Unpaid,Male,Medium Risk
37,45,54,42,43,Paid,Female,High Risk
67,63,56,69,59,Paid,Male,Low Risk
41,49,59,33,55,Paid,Female,High Risk
50,47,51,34,49,Unpaid,Female,High Risk
61,64,55,59,59,Paid,Female,Low Risk
54,69,55,57,31,Unpaid,Female,Medium Risk
70,64,38,63,55,Paid,Female,Low Risk
65,49,53,59,56,Paid,Female,Low Risk
55,52,60,50,59,Paid,Male,Medium Risk
42,63,65,63,48,Unpaid,Male,High Risk
71,69,67,64,45,Paid,Male,Low Risk
68,70,52,59,40,Paid,Male,Low Risk
67,63,53,74,62,Unpaid,Female,Medium Risk
28,49,44,56,45,Paid,Female,High Risk
67,61,67,64,63,Paid,Female,Low Risk
65,63,59,66,60,Paid,Female,Low Risk
49,64,58,58,52,Paid,Male,Medium Risk
52,56,62,55,56,Paid,Female,Medium Risk
58,58,55,53,37,Unpaid,Female,Medium Risk
60,57,58,65,62,Unpaid,Female,Medium Risk
69,68,63,69,52,Paid,Male,Low Risk
44,48,65,42,65,Unpaid,Female,High Risk
48,44,52,50,68,Paid,Male,Medium Risk
68,68,65,74,64,Paid,Female,Low Risk
68,51,46,51,41,Unpaid,Female,Medium Risk
41,49,46,48,54,Unpaid,Male,High Risk
44,42,29,42,46,Paid,Male,High Risk
55,59,52,59,61,Paid,Female,Medium Risk
59,64,60,48,52,Paid,Male,Medium Risk
64,48,51,55,54,Paid,Female,Low Risk
